MetabolightsId	InChIKey	HasPathways	KEGGPathways	WikiPathways	ReactomePathways
MTBLC16797	LDHMAVIPBRSVRG-UHFFFAOYSA-O	1	ko00760,ko01100,ko04976	WP3791,WP1857,WP2650,WP1935,WP1674,WP1273,WP1311,WP1192	R-HSA-197264,R-HSA-2162123,R-HSA-2408508,R-HSA-549127,R-XTR-197264,R-XTR-2162123,R-XTR-549127,R-SSC-197264,R-SSC-549127,R-CEL-197264,R-CEL-549127,R-CFA-197264,R-CFA-2162123,R-CFA-549127,R-BTA-197264,R-BTA-2162123,R-BTA-549127,R-MMU-197264,R-MMU-2162123,R-MMU-549127,R-GGA-197264,R-GGA-2162123,R-GGA-549127,R-RNO-197264,R-RNO-2162123,R-RNO-2408508,R-RNO-549127,R-DRE-197264,R-DRE-2162123,R-DRE-549127,R-DME-549127,R-TGU-197264,R-TGU-2162123,R-TGU-549127
MTBLC168	AZOCECCLWFDTAP-IUCAKERBSA-N	0			
MTBLC16807	ARGXEXVCHMNAQU-UHFFFAOYSA-N	0			
MTBLC16808	VBUYCZFBVCCYFD-JJYYJPOSSA-M	0			
MTBLC16810	KPGXRSRHYNQIFN-UHFFFAOYSA-L	1	ko00020,ko00040,ko00053,ko00220,ko00250,ko00300,ko00340,ko00365,ko00430,ko00471,ko00630,ko00650,ko00660,ko00720,ko01060,ko01061,ko01062,ko01063,ko01064,ko01065,ko01066,ko01070,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04066,ko04727,ko04922,ko04964,ko04976,ko05230	WP3585,WP3553,WP3961,WP3918,WP2	R-HSA-6782861
MTBLC16811	FFEARJCKVFRZRR-UHFFFAOYSA-N	0			
MTBLC16813	FBPFZTCFMRRESA-GUCUJZIJSA-N	0			
MTBLC16814	CZWCKYRVOZZJNM-USOAJAOKSA-N	1	ko00140,ko04976	WP1880,WP2788,WP1935,WP1937,WP3604	R-HSA-156584,R-HSA-1660662,R-HSA-561048,R-HSA-879518,R-XTR-156584,R-XTR-1660662,R-XTR-879518,R-SSC-156584,R-SSC-1660662,R-SSC-561048,R-SSC-879518,R-CEL-1660662,R-CEL-879518,R-CFA-156584,R-CFA-1660662,R-CFA-561048,R-CFA-879518,R-BTA-156584,R-BTA-1660662,R-BTA-561048,R-BTA-879518,R-SPO-1660662,R-MMU-156584,R-MMU-561048,R-MMU-879518,R-GGA-1660662,R-GGA-561048,R-GGA-879518,R-RNO-156584,R-RNO-1660662,R-RNO-561048,R-RNO-879518,R-OSA-561048,R-DRE-156584,R-DRE-1660662,R-DRE-561048,R-DRE-879518,R-DME-156584,R-DME-561048,R-DME-879518,R-TGU-1660662,R-TGU-561048,R-TGU-879518
MTBLC16815	DEDGUGJNLNLJSR-UHFFFAOYSA-M	0			
MTBLC16818	JMVSBFJBMXQNJW-GIXZANJISA-N	0			
MTBLC16821	HFXAFXVXPMUQCQ-BYPYZUCNSA-N	0			
MTBLC16827	OMFXVFTZEKFJBZ-HJTSIMOOSA-N	1	ko00140,ko01100,ko04923,ko04925,ko05020	WP1879,WP2749,WP3836,WP3604,WP1984,WP237,WP3260,WP3175,WP495,WP508	R-HSA-193993,R-HSA-211976,R-HSA-5579009,R-CEL-193993,R-CEL-211976,R-CFA-193993,R-CFA-211976,R-BTA-193993,R-BTA-211976,R-MMU-193993,R-MMU-211976,R-RNO-193993,R-RNO-211976,R-DRE-193993,R-DRE-211976,R-DME-193993,R-DME-211976
MTBLC16828	QIVBCDIJIAJPQS-VIFPVBQESA-N	0			
MTBLC16829	BRJNQOSDCDNITN-QZQCDTMFSA-N	0			
MTBLC16830	BAVYZALUXZFZLV-UHFFFAOYSA-N	1	ko00680,ko01120,ko01200	WP1851,WP1671	R-HSA-74217,R-XTR-74217,R-SSC-74217,R-CEL-74217,R-CFA-74217,R-BTA-74217,R-MMU-74217,R-GGA-74217,R-RNO-74217,R-OSA-74217,R-DRE-74217,R-DME-74217,R-TGU-74217,R-ATH-74217
MTBLC16831	NPOAOTPXWNWTSH-UHFFFAOYSA-N	0			
MTBLC16832	MERHMOCEIBOOMA-UHFFFAOYSA-N	0			
MTBLC16835	YSZSVGFMAJXGMQ-FRICUITQSA-N	1	ko00130,ko01110		R-SCE-2142789
MTBLC16836	BTJIUGUIPKRLHP-UHFFFAOYSA-N	1	ko00627,ko01120	WP1880,WP1654	R-HSA-156584,R-XTR-156584,R-SSC-156584,R-CEL-156584,R-CFA-156584,R-BTA-156584,R-MMU-156584,R-GGA-156584,R-RNO-156584,R-DRE-156584,R-DME-156584,R-TGU-156584
MTBLC16837	ZMRGXEJKZPRBPJ-SYQHCUMBSA-N	0			
MTBLC168396	HPNSFSBZBAHARI-RUDMXATFSA-N	1		WP1880	R-HSA-156588,R-XTR-156588,R-SSC-156588,R-CFA-156588,R-BTA-156588,R-MMU-156588,R-GGA-156588,R-RNO-156588,R-DRE-156588,R-TGU-156588
MTBLC16840	HTJXTKBIUVFUAR-XHIBXCGHSA-N	0			
MTBLC16842	WSFSSNUMVMOOMR-UHFFFAOYSA-N	1	ko00625,ko00680,ko01100,ko01120,ko01200	WP1879,WP2654,WP1804,WP1880,WP2740,WP3397,WP3362,WP497,WP1671,WP3245,WP426,WP153,WP361,WP332	R-HSA-112122,R-HSA-112126,R-HSA-156581,R-HSA-211957,R-HSA-211981,R-HSA-2299718,R-HSA-3214842,R-HSA-5625886,R-HSA-6798163,R-HSA-73943,R-MTU-879235,R-SSC-156581,R-SSC-211957,R-SSC-211981,R-SSC-2299718,R-SSC-3214842,R-SSC-5625886,R-SSC-6798163,R-SSC-73943,R-CEL-156581,R-CEL-211957,R-CEL-2299718,R-CEL-3214842,R-CEL-6798163,R-CFA-156581,R-CFA-211957,R-CFA-2299718,R-CFA-3214842,R-CFA-5625886,R-CFA-6798163,R-CFA-73943,R-BTA-156581,R-BTA-211957,R-BTA-211981,R-BTA-2299718,R-BTA-3214842,R-BTA-5625886,R-BTA-6798163,R-BTA-73943,R-SPO-2299718,R-SPO-3214842,R-MMU-156581,R-MMU-211957,R-MMU-211981,R-MMU-2299718,R-MMU-3214842,R-MMU-5625886,R-MMU-6798163,R-MMU-73943,R-GGA-156581,R-GGA-211957,R-GGA-211981,R-GGA-3214842,R-GGA-353239,R-GGA-6798163,R-GGA-73943,R-RNO-156581,R-RNO-211957,R-RNO-211981,R-RNO-2299718,R-RNO-3214842,R-RNO-5625886,R-RNO-6798163,R-RNO-73943,R-XTR-156581,R-XTR-211957,R-XTR-211981,R-XTR-2299718,R-XTR-3214842,R-XTR-5625886,R-XTR-6798163,R-XTR-73943,R-OSA-3214842,R-ATH-3214842,R-DME-156581,R-DME-211957,R-DME-6798163,R-TGU-156581,R-TGU-211957,R-TGU-211981,R-TGU-3214842,R-TGU-6798163,R-TGU-73943,R-SCE-2299718,R-SCE-3214842,R-SCE-5625886,R-SCE-6798163,R-DDI-3214842,R-DRE-156581,R-DRE-211957,R-DRE-2299718,R-DRE-3214842,R-DRE-5625886,R-DRE-6798163,R-DRE-73943
MTBLC16845	CXMBCXQHOXUCEO-BYPYZUCNSA-L	0			
MTBLC16851	QPXXPLNAYDQELM-QNXXGYPUSA-M	1	ko00562,ko04070,ko04144	WP3348,WP3578,WP2747	R-HSA-1632852,R-HSA-1660499,R-HSA-1660502,R-HSA-1660508,R-HSA-1660514,R-HSA-1660514,R-HSA-1660516,R-HSA-1660516,R-HSA-1660517,R-HSA-1660517,R-HSA-1660537,R-HSA-432720,R-XTR-1632852,R-XTR-1660499,R-XTR-1660516,R-XTR-1660517,R-XTR-432720,R-SSC-1632852,R-SSC-1660499,R-SSC-1660514,R-SSC-1660516,R-SSC-1660517,R-SSC-432720,R-CEL-1632852,R-CEL-1660499,R-CEL-1660514,R-CEL-1660516,R-CEL-1660517,R-CFA-1632852,R-CFA-1660499,R-CFA-1660514,R-CFA-1660516,R-CFA-1660517,R-CFA-432720,R-BTA-1632852,R-BTA-1660499,R-BTA-1660514,R-BTA-1660516,R-BTA-1660517,R-BTA-432720,R-SPO-1632852,R-SPO-1660499,R-SPO-1660514,R-SPO-1660516,R-SPO-1660517,R-MMU-1632852,R-MMU-1660499,R-MMU-1660514,R-MMU-1660516,R-MMU-1660517,R-MMU-432720,R-GGA-1632852,R-GGA-1660499,R-GGA-1660514,R-GGA-1660516,R-GGA-1660517,R-GGA-432720,R-RNO-1632852,R-RNO-1660499,R-RNO-1660514,R-RNO-1660516,R-RNO-1660517,R-RNO-432720,R-PFA-1660499,R-OSA-1632852,R-OSA-1660499,R-OSA-1660514,R-OSA-1660516,R-OSA-1660517,R-ATH-1632852,R-ATH-1660499,R-ATH-1660514,R-ATH-1660516,R-ATH-1660517,R-DME-1632852,R-DME-1660499,R-DME-1660514,R-DME-1660516,R-DME-1660517,R-DME-432720,R-TGU-1632852,R-TGU-1660499,R-TGU-1660514,R-TGU-1660516,R-TGU-1660517,R-TGU-432720,R-SCE-1632852,R-SCE-1660499,R-SCE-1660514,R-SCE-1660516,R-SCE-1660517,R-DDI-1632852,R-DDI-1660499,R-DDI-1660514,R-DDI-1660516,R-DDI-1660517,R-DRE-1632852,R-DRE-1660499,R-DRE-1660516,R-DRE-1660517,R-DRE-432720
MTBLC16852	AHMIDUVKSGCHAU-LURJTMIESA-N	1	ko00350,ko00965,ko01100	WP3377,WP2436,WP3604,WP3155	R-HSA-5662702,R-XTR-5662702,R-SSC-5662702,R-CFA-5662702,R-BTA-5662702,R-MMU-5662702,R-GGA-5662702,R-RNO-5662702,R-DRE-5662702,R-TGU-5662702
MTBLC16855	KDXKERNSBIXSRK-RXMQYKEDSA-N	0			
MTBLC16856	RWSXRVCMGQZWBV-WDSKDSINSA-N	1	ko00270,ko00480,ko01100,ko02010,ko04216,ko04918,ko04976	WP3791,WP1857,WP2766,WP3834,WP3306,WP3349,WP2824,WP3574,WP1851,WP2650,WP1880,WP3573,WP3551,WP2700,WP1438,WP1495,WP314,WP3287,WP692,WP3604,WP15,WP2190,WP2436,WP3925,WP2525,WP100,WP2333,WP3940,WP1656,WP1192,WP1138,WP3234,WP3214,WP3257,WP1019,WP3125,WP3155,WP3207,WP3135,WP3145,WP571,WP1272,WP662,WP1273,WP1770,WP164,WP730,WP89,WP1311,WP2562,WP1310,WP2376,WP788,WP902,WP3042,WP511,WP3083,WP3078,WP2579,WP3622,WP2807,WP2499	R-HSA-1222538,R-HSA-1222556,R-HSA-156581,R-HSA-156590,R-HSA-1614517,R-HSA-174403,R-HSA-196836,R-HSA-2142688,R-HSA-2142691,R-HSA-2142712,R-HSA-2142770,R-HSA-2162123,R-HSA-2408499,R-HSA-2408550,R-HSA-3299685,R-HSA-499943,R-HSA-5423646,R-HSA-5579022,R-HSA-5628897,R-HSA-70268,R-HSA-71182,R-HSA-74259,R-XTR-156581,R-XTR-156590,R-XTR-174403,R-XTR-196836,R-XTR-2142691,R-XTR-2142712,R-XTR-2162123,R-XTR-3299685,R-XTR-499943,R-XTR-5423646,R-XTR-5628897,R-XTR-70268,R-XTR-71182,R-SSC-156581,R-SSC-156590,R-SSC-174403,R-SSC-196836,R-SSC-2142691,R-SSC-2162123,R-SSC-3299685,R-SSC-499943,R-SSC-5423646,R-SSC-5628897,R-SSC-70268,R-SSC-71182,R-CEL-156581,R-CEL-156590,R-CEL-174403,R-CEL-196836,R-CEL-2142712,R-CEL-2162123,R-CEL-3299685,R-CEL-499943,R-CEL-5628897,R-CEL-70268,R-CEL-71182,R-CEL-74259,R-CFA-156581,R-CFA-156590,R-CFA-174403,R-CFA-196836,R-CFA-2142691,R-CFA-2142712,R-CFA-2162123,R-CFA-3299685,R-CFA-499943,R-CFA-5423646,R-CFA-5628897,R-CFA-70268,R-CFA-71182,R-CFA-74259,R-BTA-156581,R-BTA-156590,R-BTA-174403,R-BTA-196836,R-BTA-2142691,R-BTA-2142712,R-BTA-2162123,R-BTA-3299685,R-BTA-499943,R-BTA-5423646,R-BTA-5628897,R-BTA-70268,R-BTA-71182,R-SPO-174403,R-SPO-2142712,R-SPO-2142770,R-SPO-3299685,R-SPO-499943,R-SPO-5628897,R-SPO-70268,R-SPO-74259,R-MMU-156581,R-MMU-156590,R-MMU-174403,R-MMU-196836,R-MMU-2142691,R-MMU-2142712,R-MMU-2142770,R-MMU-2162123,R-MMU-3299685,R-MMU-499943,R-MMU-5423646,R-MMU-5628897,R-MMU-70268,R-MMU-71182,R-MMU-74259,R-GGA-156581,R-GGA-156590,R-GGA-174403,R-GGA-196836,R-GGA-2142691,R-GGA-2142712,R-GGA-2142770,R-GGA-2162123,R-GGA-3299685,R-GGA-499943,R-GGA-5423646,R-GGA-5628897,R-GGA-70268,R-GGA-71182,R-GGA-74259,R-RNO-156581,R-RNO-156590,R-RNO-174403,R-RNO-196836,R-RNO-2142691,R-RNO-2142712,R-RNO-2142770,R-RNO-2162123,R-RNO-2408499,R-RNO-2408550,R-RNO-3299685,R-RNO-499943,R-RNO-5423646,R-RNO-5628897,R-RNO-70268,R-RNO-71182,R-RNO-74259,R-PFA-156590,R-PFA-174403,R-PFA-2142712,R-PFA-2142770,R-PFA-2162123,R-PFA-3299685,R-PFA-499943,R-PFA-5628897,R-PFA-70268,R-PFA-74259,R-OSA-156590,R-OSA-174403,R-OSA-2142712,R-OSA-3299685,R-OSA-499943,R-OSA-5423646,R-OSA-5628897,R-OSA-70268,R-OSA-71182,R-ATH-156590,R-ATH-174403,R-ATH-2142712,R-ATH-3299685,R-ATH-499943,R-ATH-5423646,R-ATH-5628897,R-ATH-70268,R-ATH-71182,R-DME-156581,R-DME-156590,R-DME-174403,R-DME-196836,R-DME-2162123,R-DME-5423646,R-DME-70268,R-DME-71182,R-TGU-156581,R-TGU-156590,R-TGU-174403,R-TGU-196836,R-TGU-2142691,R-TGU-2142712,R-TGU-2162123,R-TGU-3299685,R-TGU-499943,R-TGU-5423646,R-TGU-5628897,R-TGU-70268,R-TGU-71182,R-TGU-74259,R-SCE-156590,R-SCE-174403,R-SCE-2142712,R-SCE-2142770,R-SCE-3299685,R-SCE-499943,R-SCE-5628897,R-SCE-70268,R-SCE-74259,R-DDI-156590,R-DDI-174403,R-DDI-3299685,R-DDI-499943,R-DDI-5628897,R-DDI-70268,R-DDI-71182,R-DRE-156581,R-DRE-156590,R-DRE-174403,R-DRE-196836,R-DRE-2142691,R-DRE-2142712,R-DRE-2162123,R-DRE-3299685,R-DRE-499943,R-DRE-5423646,R-DRE-5628897,R-DRE-70268,R-DRE-71182
MTBLC16857	AYFVYJQAPQTCCC-GBXIJSLDSA-N	0			
MTBLC16858	JDMUPRLRUUMCTL-UHFFFAOYSA-N	1	ko00332,ko00770,ko01100,ko01130	WP1857,WP1878,WP3604,WP1681	R-HSA-196783,R-HSA-199220,R-HSA-390918,R-XTR-196783,R-XTR-390918,R-SSC-196783,R-SSC-390918,R-CEL-196783,R-CEL-390918,R-CFA-196783,R-CFA-390918,R-BTA-196783,R-BTA-390918,R-MMU-196783,R-MMU-390918,R-GGA-196783,R-GGA-390918,R-RNO-196783,R-RNO-390918,R-PFA-196783,R-OSA-196783,R-OSA-390918,R-ATH-196783,R-ATH-390918,R-DME-196783,R-TGU-196783,R-TGU-390918,R-SCE-196783,R-DDI-196783,R-DRE-196783,R-DRE-390918
MTBLC16860	WEPBGSIAWZTEJR-UHFFFAOYSA-N	0			
MTBLC16861	DDJWTKQJOKVHBW-NZSRVPFOSA-N	0			
MTBLC16862	ZPTMAJCPZVQQQA-SANMLTNESA-N	1		WP1905	R-HSA-749476,R-HSA-8850843,R-XTR-8850843,R-SSC-8850843,R-CEL-8850843,R-CFA-8850843,R-BTA-8850843,R-MMU-8850843,R-GGA-8850843,R-RNO-8850843,R-PFA-8850843,R-OSA-8850843,R-DRE-8850843,R-TGU-8850843,R-SCE-749476,R-SCE-8850843,R-ATH-8850843
MTBLC16863	BIRSGZKFKXLSJQ-SQOUGZDYSA-M	1		WP1848	R-HSA-71336,R-XTR-71336,R-SSC-71336,R-CEL-71336,R-CFA-71336,R-BTA-71336,R-SPO-71336,R-MMU-71336,R-GGA-71336,R-RNO-71336,R-PFA-71336,R-OSA-71336,R-ATH-71336,R-DME-71336,R-TGU-71336,R-SCE-71336,R-DDI-71336,R-DRE-71336
MTBLC16865	BTCSSZJGUNDROE-UHFFFAOYSA-N	0			
MTBLC16866	RGCKGOZRHPZPFP-UHFFFAOYSA-N	0			
MTBLC16867	FFEARJCKVFRZRR-SCSAIBSYSA-N	0			
MTBLC16869	RZPAKFUAFGMUPI-QESOVKLGSA-N	0			
MTBLC16870	SUHOQUVVVLNYQR-MRVPVSSYSA-N	1	ko00564,ko00565,ko05231	WP2740,WP2747,WP528,WP1645,WP1658,WP175,WP360,WP1034	R-HSA-1483115,R-HSA-1483115,R-HSA-6814848,R-HSA-6814848,R-XTR-1483115,R-XTR-6814848,R-SSC-1483115,R-SSC-6814848,R-CEL-1483115,R-CEL-6814848,R-CFA-1483115,R-CFA-6814848,R-BTA-1483115,R-BTA-6814848,R-SPO-6814848,R-MMU-1483115,R-MMU-1483115,R-MMU-6814848,R-MMU-6814848,R-GGA-1483115,R-GGA-6814848,R-RNO-1483115,R-RNO-6814848,R-DRE-1483115,R-DRE-6814848,R-DME-1483115,R-DME-6814848,R-TGU-1483115,R-SCE-6814848,R-DDI-1483115
MTBLC16874	HHJTWTPUPVQKNA-PIIMIWFASA-N	0			
MTBLC16875	YFTGOBNOJKXZJC-UHFFFAOYSA-M	0			
MTBLC16878	FCVIHFVSXHOPSW-YFKPBYRVSA-N	0			
MTBLC16880	ZAQJHHRNXZUBTE-UCORVYFPSA-N	0			
MTBLC16881	SIKJAQJRHWYJAI-UHFFFAOYSA-N	1	ko00380,ko00400,ko00402,ko01100,ko01110,ko04974	WP1879,WP3627,WP465,WP1687,WP79,WP3248,WP1126	R-HSA-211958,R-XTR-211958,R-SSC-211958,R-CFA-211958,R-BTA-211958,R-MMU-211958,R-GGA-211958,R-RNO-211958,R-DRE-211958,R-TGU-211958
MTBLC16885	VAWYEUIPHLMNNF-OESPXIITSA-N	0			
MTBLC16886	ZRHONLCTYUYMIQ-TZFCGSKZSA-N	1	ko00380,ko01100	WP3573	R-HSA-71240
MTBLC16889	BJBUEDPLEOHJGE-IMJSIDKUSA-N	0			
MTBLC16891	HHLFWLYXYJOTON-UHFFFAOYSA-N	1	ko00230,ko00232,ko00260,ko00330,ko00625,ko00630,ko00660,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200	WP3562,WP3604,WP1495,WP3602,WP3098,WP490,WP112,WP2185,WP1948,WP1661,WP1659,WP1693	R-HSA-389661,R-XTR-389661,R-SSC-389661,R-CEL-389661,R-CFA-389661,R-BTA-389661,R-SPO-389661,R-MMU-389661,R-GGA-389661,R-RNO-389661,R-OSA-389661,R-ATH-389661,R-DME-389661,R-TGU-389661,R-SCE-389661,R-DDI-389661,R-DRE-389661
MTBLC16892	VUTBELPREDJDDH-UHFFFAOYSA-N	0			
MTBLC16893	YHEDRJPUIRMZMP-ZWKOTPCHSA-N	1	ko00600,ko04080	WP2788,WP1422,WP3232	R-HSA-1660661,R-XTR-1660661,R-SSC-1660661,R-CEL-1660661,R-CFA-1660661,R-BTA-1660661,R-SPO-1660661,R-MMU-1660661,R-GGA-1660661,R-GGA-433584,R-RNO-1660661,R-OSA-1660661,R-ATH-1660661,R-DME-1660661,R-TGU-1660661,R-SCE-1660661,R-DDI-1660661,R-DRE-1660661
MTBLC16894	BUTHMSUEBYPMKJ-UHFFFAOYSA-N	0			
MTBLC16895	ACWASDPGAVYCNI-JKUQZMGJSA-N	0			
MTBLC16897	NGHMDNPXVRFFGS-IUYQGCFVSA-L	1		WP1848,WP1831	R-HSA-163754,R-HSA-6791462,R-HSA-71336,R-MTU-964903,R-SSC-163754,R-SSC-71336,R-CEL-163754,R-CEL-71336,R-CFA-163754,R-CFA-71336,R-BTA-163754,R-BTA-71336,R-SPO-163754,R-SPO-71336,R-MMU-163754,R-MMU-71336,R-GGA-163754,R-GGA-71336,R-RNO-163754,R-RNO-71336,R-PFA-163754,R-PFA-71336,R-XTR-163754,R-XTR-71336,R-OSA-163754,R-OSA-71336,R-ATH-163754,R-ATH-71336,R-DME-163754,R-DME-71336,R-TGU-163754,R-TGU-71336,R-SCE-163754,R-SCE-71336,R-DDI-163754,R-DDI-71336,R-DRE-163754,R-DRE-71336
MTBLC16898	CZPWVGJYEJSRLH-UHFFFAOYSA-N	0			
MTBLC16899	FBPFZTCFMRRESA-KVTDHHQDSA-N	0			
MTBLC16904	AFMVESZOYKHDBJ-UHFFFAOYSA-N	0			
MTBLC16905	XPYBSIWDXQFNMH-UYFOZJQFSA-N	1	ko00400,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04922,ko05230	WP1851,WP1848,WP3604,WP1946,WP534,WP2630,WP96,WP1146,WP3114,WP1027,WP3586,WP157,WP795,WP2562,WP337,WP3916,WP3894,WP910,WP2622,WP2619,WP2621,WP3622,WP2499,WP3623,WP144,WP3001,WP1493,WP515,WP3631,WP3636,WP112,WP1356	R-HSA-70171,R-HSA-70263,R-HSA-73817,R-XTR-70171,R-XTR-70263,R-XTR-73817,R-SSC-70171,R-SSC-70263,R-SSC-73817,R-CEL-70171,R-CEL-70263,R-CEL-73817,R-CFA-70171,R-CFA-70263,R-CFA-73817,R-BTA-70171,R-BTA-70263,R-BTA-73817,R-SPO-70171,R-SPO-70263,R-SPO-73817,R-MMU-70171,R-MMU-70263,R-MMU-73817,R-GGA-352875,R-GGA-352882,R-GGA-70171,R-GGA-70263,R-GGA-73817,R-RNO-70171,R-RNO-70263,R-RNO-73817,R-PFA-70171,R-PFA-70263,R-PFA-73817,R-OSA-70171,R-OSA-70263,R-OSA-73817,R-ATH-70171,R-ATH-70263,R-ATH-73817,R-DME-70171,R-DME-70263,R-DME-73817,R-TGU-70171,R-TGU-70263,R-TGU-73817,R-SCE-70171,R-SCE-70263,R-SCE-73817,R-DDI-70171,R-DDI-70263,R-DDI-73817,R-DRE-70171,R-DRE-70263,R-DRE-73817
